"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",100.2084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2015_100","2015=100",101.5085,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2015_100","2015=100",100.9084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2015_100","2015=100",98.50821,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2015_100","2015=100",102.7086,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2015_100","2015=100",101.5085,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2015_100","2015=100",101.8085,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2015_100","2015=100",102.6086,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2015_100","2015=100",102.2085,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2015_100","2015=100",101.4084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2015_100","2015=100",101.0084,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2015_100","2015=100",102.9086,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2015_100","2015=100",103.0086,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2015_100","2015=100",103.8086,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2015_100","2015=100",104.3087,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2015_100","2015=100",104.2087,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2015_100","2015=100",102.2085,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2015_100","2015=100",104.6087,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2015_100","2015=100",106.2088,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2015_100","2015=100",106.4089,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2015_100","2015=100",106.7089,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2015_100","2015=100",107.809,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2015_100","2015=100",109.5091,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2015_100","2015=100",110.2092,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2015_100","2015=100",109.8092,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2015_100","2015=100",109.6091,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2015_100","2015=100",111.6093,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2015_100","2015=100",112.0093,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2015_100","2015=100",109.6091,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2015_100","2015=100",111.8093,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2015_100","2015=100",110.5092,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2015_100","2015=100",111.6093,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2015_100","2015=100",115.0096,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2015_100","2015=100",112.6094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2015_100","2015=100",112.4094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2015_100","2015=100",112.4094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",112.2094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",114.4095,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",114.2095,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",114.8096,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",116.2097,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",116.5097,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",116.0097,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",112.8094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",113.2094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",112.8094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",112.6094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",110.6092,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",112.2094,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",111.4093,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",109.6091,,
"PRMNTO01","Production in total manufacturing sa, Index","AUT","Austria","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",109.2091,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",100.075,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",99.47513,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",99.67508,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",99.17521,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",98.87528,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",100.175,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",99.67508,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",99.77505,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",99.97501,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",101.7746,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",101.1747,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",99.27518,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",104.3739,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",103.0742,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",102.5744,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",103.3742,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",102.4744,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",101.9745,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",103.1742,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",103.2742,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",103.874,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",105.2737,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",105.8735,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",106.2734,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",103.0742,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",106.6733,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",108.173,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",107.973,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",108.3729,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",109.1727,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",109.6726,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",111.5721,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",111.3722,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",111.5721,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",111.972,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",113.7716,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",113.2717,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",114.1715,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","AUT","Austria","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",112.4719,,
